Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
ACURA RDX A-SPEC,2,4,SemiAuto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PHNXT02.09VC,small SUV,6,22,27,24,5,No,375
ACURA RDX A-SPEC,2,4,SemiAuto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PHNXT02.09VC,small SUV,6,21,26,23,5,No,388
ACURA RDX A-SPEC,2,4,SemiAuto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PHNXT02.09VC,small SUV,6,21,26,23,5,No,388
ACURA TLX,2,4,SemiAuto-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHNXV02.0AEC,small car,7,22,31,25,5,No,352
ACURA TLX,2,4,SemiAuto-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHNXV02.0AEC,small car,7,22,31,25,5,No,352
ACURA TLX,2,4,SemiAuto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHNXV02.0AEC,small car,7,21,29,24,5,No,369
ACURA TLX,2,4,SemiAuto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHNXV02.0AEC,small car,7,21,29,24,5,No,369
ACURA TLX AWD A-SPEC,2,4,SemiAuto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHNXV02.0AEC,small car,7,21,29,24,5,No,371
ACURA TLX AWD A-SPEC,2,4,SemiAuto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHNXV02.0AEC,small car,7,21,29,24,5,No,371
ACURA TLX FWD A-SPEC,2,4,SemiAuto-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHNXV02.0AEC,small car,7,22,30,25,5,No,357
ACURA TLX FWD A-SPEC,2,4,SemiAuto-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHNXV02.0AEC,small car,7,22,30,25,5,No,357
ACURA TLX Type-S,3,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHNXV03.0GCC,small car,5,19,25,21,4,No,420
ACURA TLX Type-S,3,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHNXV03.0GCC,small car,5,19,25,21,4,No,420
ACURA TLX Type-S Perf Tire,3,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PHNXV03.0GCC,small car,5,19,24,21,4,No,421
ACURA TLX Type-S Perf Tire,3,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PHNXV03.0GCC,small car,5,19,24,21,4,No,421
ALFA ROMEO Giulia,2,4,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PCRXJ02.05P2,midsize car,5,24,33,27,5,No,330
ALFA ROMEO Giulia,2,4,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PCRXJ02.05P2,midsize car,5,24,33,27,5,No,330
ALFA ROMEO Giulia,2.9,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PCRXJ02.95P0,midsize car,3,17,25,20,4,No,436
ALFA ROMEO Giulia,2.9,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PCRXJ02.95P0,midsize car,3,17,25,20,4,No,436
ALFA ROMEO Giulia AWD,2,4,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PCRXJ02.05P2,midsize car,5,23,31,26,5,No,348
ALFA ROMEO Giulia AWD,2,4,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PCRXJ02.05P2,midsize car,5,23,31,26,5,No,348
ALFA ROMEO Stelvio,2,4,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PCRXJ02.05P2,small SUV,5,22,29,25,5,No,359
ALFA ROMEO Stelvio,2,4,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PCRXJ02.05P2,small SUV,5,22,29,25,5,No,359
ALFA ROMEO Stelvio AWD,2,4,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PCRXJ02.05P2,small SUV,5,22,28,24,5,No,364
ALFA ROMEO Stelvio AWD,2,4,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PCRXJ02.05P2,small SUV,5,22,28,24,5,No,364
ALFA ROMEO Stelvio AWD,2.9,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PCRXJ02.95P0,small SUV,3,17,23,19,4,No,463
ALFA ROMEO Stelvio AWD,2.9,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PCRXJ02.95P0,small SUV,3,17,23,19,4,No,463
ASTON MARTIN DB11 V12,5.2,12,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PASXV05.2AM5,small car,3,14,22,17,3,No,522
ASTON MARTIN DB11 V12,5.2,12,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PASXV05.2AM5,small car,3,14,22,17,3,No,522
ASTON MARTIN DB11 V8,4,8,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PASXV04.0AES,small car,5,18,24,20,4,No,431
ASTON MARTIN DB11 V8,4,8,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PASXV04.0AES,small car,5,18,24,20,4,No,431
ASTON MARTIN DBS,5.2,12,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PASXV05.2AM5,small car,3,14,22,17,3,No,522
ASTON MARTIN DBS,5.2,12,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PASXV05.2AM5,small car,3,14,22,17,3,No,522
ASTON MARTIN DBX 707,4,8,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PASXJ04.0AEX,standard SUV,5,15,20,17,3,No,536
ASTON MARTIN DBX 707,4,8,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PASXJ04.0AEX,standard SUV,5,15,20,17,3,No,536
ASTON MARTIN DBX V8,4,8,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PASXJ04.0AEX,standard SUV,5,14,20,16,3,No,556
ASTON MARTIN DBX V8,4,8,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PASXJ04.0AEX,standard SUV,5,14,20,16,3,No,556
ASTON MARTIN V12 Vantage,5.2,12,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PASXV05.2AM5,small car,3,14,22,16,3,No,548
ASTON MARTIN V12 Vantage,5.2,12,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PASXV05.2AM5,small car,3,14,22,16,3,No,548
ASTON MARTIN Vantage,4,8,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PASXV04.0AES,small car,5,18,24,20,4,No,435
ASTON MARTIN Vantage,4,8,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PASXV04.0AES,small car,5,18,24,20,4,No,435
AUDI A3,2,4,AMS-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PVGAV02.0A3B,small car,7,28,38,32,6,No,276
AUDI A3,2,4,AMS-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PVGAV02.0A3B,small car,7,28,38,32,6,No,276
AUDI A3,2,4,AMS-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PVGAV02.0A3B,small car,7,27,35,30,6,No,294
AUDI A3,2,4,AMS-7,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PVGAV02.0A3B,small car,7,27,35,30,6,No,294
AUDI A4,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ02.0A7E,small car,5,24,33,28,6,No,322
AUDI A4,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ02.0A7E,small car,5,24,33,28,6,No,322
AUDI A4 Allroad quattro,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ02.0A7G,station wagon,5,23,30,26,5,No,344
AUDI A4 Allroad quattro,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ02.0A7G,station wagon,5,23,30,26,5,No,344
AUDI A4 S-Line quattro,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ02.0A7G,small car,5,24,32,27,5,No,326
AUDI A4 S-Line quattro,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ02.0A7G,small car,5,24,32,27,5,No,326
AUDI A5,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ02.0A7G,small car,5,24,32,27,5,No,326
AUDI A5,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ02.0A7G,small car,5,24,32,27,5,No,326
AUDI A5 Cabriolet,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ02.0A7G,small car,5,24,31,26,5,No,334
AUDI A5 Cabriolet,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ02.0A7G,small car,5,24,31,26,5,No,334
AUDI A5 Sportback S-Line quattro,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ02.0A7G,midsize car,5,24,32,27,5,No,326
AUDI A5 Sportback S-Line quattro,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ02.0A7G,midsize car,5,24,32,27,5,No,326
AUDI A5 Sportback quattro,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ02.0A7E,midsize car,5,24,33,28,6,No,322
AUDI A5 Sportback quattro,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ02.0A7E,midsize car,5,24,33,28,6,No,322
AUDI A6,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ02.0A7G,midsize car,5,24,31,27,5,No,334
AUDI A6,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ02.0A7G,midsize car,5,24,31,27,5,No,334
AUDI A6,3,6,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAV03.0N7N,midsize car,5,21,30,24,5,No,361
AUDI A6,3,6,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAV03.0N7N,midsize car,5,21,30,24,5,No,361
AUDI A6 Allroad,3,6,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAV03.0N7N,station wagon,5,21,30,24,5,No,361
AUDI A6 Allroad,3,6,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAV03.0N7N,station wagon,5,21,30,24,5,No,361
AUDI A7,3,6,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAV03.0N7N,midsize car,5,21,30,24,5,No,361
AUDI A7,3,6,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAV03.0N7N,midsize car,5,21,30,24,5,No,361
AUDI A8 L,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ03.0N7M,large car,5,19,28,22,5,No,398
AUDI A8 L,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ03.0N7M,large car,5,19,28,22,5,No,398
AUDI Q3,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PVGAT02.0A5T,small SUV,6,22,29,25,5,No,361
AUDI Q3,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PVGAT02.0A5T,small SUV,6,22,29,25,5,No,361
AUDI Q3 S-Line,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PVGAJ02.0A3T,small SUV,7,21,28,24,5,No,375
AUDI Q3 S-Line,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PVGAJ02.0A3T,small SUV,7,21,28,24,5,No,375
AUDI Q4 e-tron,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PVGAV00.0NZ4,standard SUV,10,30,36,33,10,Elite,0
AUDI Q4 e-tron,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PVGAV00.0NZ4,standard SUV,10,30,36,33,10,Elite,0
AUDI Q4 e-tron Sportback,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PVGAT00.0NZ5,standard SUV,10,100,89,95,10,Elite,0
AUDI Q4 e-tron Sportback,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PVGAT00.0NZ5,standard SUV,10,100,89,95,10,Elite,0
AUDI Q4 e-tron quattro,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PVGAT00.0NZ5,standard SUV,10,97,87,93,10,Elite,0
AUDI Q4 e-tron quattro,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PVGAT00.0NZ5,standard SUV,10,97,87,93,10,Elite,0
AUDI Q5 S-Line quattro,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ02.0A7G,small SUV,5,22,29,25,5,No,358
AUDI Q5 S-Line quattro,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ02.0A7G,small SUV,5,22,29,25,5,No,358
AUDI Q5 Sportback S-line quattro,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ02.0A7G,small SUV,5,22,29,25,5,No,358
AUDI Q5 Sportback S-line quattro,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ02.0A7G,small SUV,5,22,29,25,5,No,358
AUDI Q5 TFSIe,2,4,AMS-7,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,PVGAT02.0A3P,small SUV,7,25/60,27/61,26/60,9,Yes,148
AUDI Q5 TFSIe,2,4,AMS-7,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,PVGAT02.0A3P,small SUV,7,25/60,27/61,26/60,9,Yes,148
AUDI Q5 quattro,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ02.0A7E,small SUV,5,23,29,25,5,No,350
AUDI Q5 quattro,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ02.0A7E,small SUV,5,23,29,25,5,No,350
AUDI Q7,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAT02.0A77,standard SUV,5,19,25,21,4,No,414
AUDI Q7,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAT02.0A77,standard SUV,5,19,25,21,4,No,414
AUDI Q7,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ03.0N7M,standard SUV,5,18,22,20,4,No,453
AUDI Q7,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ03.0N7M,standard SUV,5,18,22,20,4,No,453
AUDI Q8,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ03.0N7M,standard SUV,5,18,23,20,4,No,439
AUDI Q8,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ03.0N7M,standard SUV,5,18,23,20,4,No,439
AUDI R8 Coupe,5.2,10,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,PVGAV05.2NBE,small car,1,14,23,17,3,No,515
AUDI R8 Coupe,5.2,10,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,PVGAV05.2NBE,small car,1,14,23,17,3,No,515
AUDI R8 Coupe quattro,5.2,10,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,PVGAV05.2NBE,small car,1,13,18,15,2,No,580
AUDI R8 Coupe quattro,5.2,10,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,PVGAV05.2NBE,small car,1,13,18,15,2,No,580
AUDI R8 GT,5.2,10,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,PVGAV05.2NBE,small car,1,14,21,17,3,No,527
AUDI R8 GT,5.2,10,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,PVGAV05.2NBE,small car,1,14,21,17,3,No,527
AUDI R8 Spyder,5.2,10,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,PVGAV05.2NBE,small car,1,14,23,17,3,No,515
AUDI R8 Spyder,5.2,10,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,PVGAV05.2NBE,small car,1,14,23,17,3,No,515
AUDI R8 Spyder quattro,5.2,10,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,PVGAV05.2NBE,small car,1,13,18,15,2,No,580
AUDI R8 Spyder quattro,5.2,10,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,PVGAV05.2NBE,small car,1,13,18,15,2,No,580
AUDI RS 6 Avant,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PVGAJ04.0NAT,station wagon,3,14,21,17,3,No,532
AUDI RS 6 Avant,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PVGAJ04.0NAT,station wagon,3,14,21,17,3,No,532
AUDI RS 7,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PVGAJ04.0NAT,midsize car,3,14,21,17,3,No,532
AUDI RS 7,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PVGAJ04.0NAT,midsize car,3,14,21,17,3,No,532
AUDI RS Q8,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PVGAJ04.0NAT,standard SUV,3,13,20,16,3,No,562
AUDI RS Q8,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PVGAJ04.0NAT,standard SUV,3,13,20,16,3,No,562
AUDI RS e-tron GT,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PVGAV00.0NZG,midsize car,10,79,82,81,10,Elite,0
AUDI RS e-tron GT,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,PVGAV00.0NZG,midsize car,10,79,82,81,10,Elite,0
AUDI RS3,2.5,5,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PVGAV02.5NAG,small car,3,20,29,23,5,No,383
AUDI RS3,2.5,5,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PVGAV02.5NAG,small car,3,20,29,23,5,No,383
AUDI RS5 Coupe,2.9,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ03.0N7F,small car,5,18,26,21,4,No,429
AUDI RS5 Coupe,2.9,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ03.0N7F,small car,5,18,26,21,4,No,429
AUDI RS5 Sportback,2.9,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ03.0N7F,midsize car,5,18,25,21,4,No,430
AUDI RS5 Sportback,2.9,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ03.0N7F,midsize car,5,18,25,21,4,No,430
AUDI S3,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAV02.0A7N,small car,5,23,32,26,5,No,334
AUDI S3,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAV02.0A7N,small car,5,23,32,26,5,No,334
AUDI S4,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ03.0N7F,small car,5,21,30,24,5,No,364
AUDI S4,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ03.0N7F,small car,5,21,30,24,5,No,364
AUDI S5 Cabriolet,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ03.0N7F,small car,5,21,28,23,5,No,375
AUDI S5 Cabriolet,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ03.0N7F,small car,5,21,28,23,5,No,375
AUDI S5 Coupe,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ03.0N7F,small car,5,21,30,24,5,No,364
AUDI S5 Coupe,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ03.0N7F,small car,5,21,30,24,5,No,364
AUDI S5 Sportback,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ03.0N7F,midsize car,5,21,30,24,5,No,364
AUDI S5 Sportback,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ03.0N7F,midsize car,5,21,30,24,5,No,364
AUDI S6,2.9,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAV03.0N7N,midsize car,5,19,26,22,5,No,408
AUDI S6,2.9,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAV03.0N7N,midsize car,5,19,26,22,5,No,408
AUDI S7,2.9,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAV03.0N7N,midsize car,5,19,26,22,5,No,408
AUDI S7,2.9,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAV03.0N7N,midsize car,5,19,26,22,5,No,408
AUDI S8,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PVGAJ04.0NAT,large car,3,15,23,18,4,No,503
AUDI S8,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PVGAJ04.0NAT,large car,3,15,23,18,4,No,503
AUDI SQ5,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ03.0N7F,small SUV,5,19,24,21,4,No,422
AUDI SQ5,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ03.0N7F,small SUV,5,19,24,21,4,No,422
AUDI SQ5 Sportback,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PVGAJ03.0N7F,small SUV,5,19,24,21,4,No,422
AUDI SQ5 Sportback,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PVGAJ03.0N7F,small SUV,5,19,24,21,4,No,422
AUDI SQ7,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PVGAT04.0NAV,standard SUV,3,14,20,17,3,No,532
AUDI SQ7,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PVGAT04.0NAV,standard SUV,3,14,20,17,3,No,532
AUDI SQ8,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PVGAT04.0NAV,standard SUV,3,14,20,17,3,No,532
AUDI SQ8,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PVGAT04.0NAV,standard SUV,3,14,20,17,3,No,532
AUDI TT Coupe,2,4,AMS-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PVGAJ02.0A3T,small car,7,23,30,25,5,No,347
AUDI TT Coupe,2,4,AMS-7,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PVGAJ02.0A3T,small car,7,23,30,25,5,No,347
AUDI TT Roadster,2,4,AMS-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PVGAJ02.0A3T,small car,7,23,30,25,5,No,347
AUDI TT Roadster,2,4,AMS-7,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PVGAJ02.0A3T,small car,7,23,30,25,5,No,347
AUDI TTS Coupe,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PVGAV02.0AAB,small car,3,23,31,26,5,No,337
AUDI TTS Coupe,2,4,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PVGAV02.0AAB,small car,3,23,31,26,5,No,337
AUDI e-tron GT,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PVGAV00.0NZG,midsize car,10,81,83,82,10,Elite,0
AUDI e-tron GT,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,PVGAV00.0NZG,midsize car,10,81,83,82,10,Elite,0
AUDI e-tron S (20in. wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PVGAT00.0AZS,standard SUV,10,72,75,73,10,Elite,0
AUDI e-tron S (20in. wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PVGAT00.0AZS,standard SUV,10,72,75,73,10,Elite,0
AUDI e-tron S (21/22 in. wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PVGAT00.0AZS,standard SUV,10,62,64,63,10,Elite,0
AUDI e-tron S (21/22 in. wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PVGAT00.0AZS,standard SUV,10,62,64,63,10,Elite,0
AUDI e-tron S Sportback (20 wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PVGAT00.0AZS,standard SUV,10,73,78,75,10,Elite,0
AUDI e-tron S Sportback (20 wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PVGAT00.0AZS,standard SUV,10,73,78,75,10,Elite,0
AUDI e-tron S Sportback (21/22 wheel),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PVGAT00.0AZS,standard SUV,10,64,66,65,10,Elite,0
AUDI e-tron S Sportback (21/22 wheel),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PVGAT00.0AZS,standard SUV,10,64,66,65,10,Elite,0
AUDI e-tron Sportback quattro,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PVGAT00.0AZE,standard SUV,10,77,80,78,10,Elite,0
